day,icao,hour_utc,ticker,p_model,p_market,outcome
2026-07-01,KNYC,15,KXHIGHNY-26JUL01-B92.5,0.477,0.47,1.0
2026-07-01,KNYC,15,KXHIGHNY-26JUL01-B94.5,0.0865,0.365,0.0
2026-07-01,KNYC,15,KXHIGHNY-26JUL01-T99,0.0025,0.005,0.0
2026-07-01,KNYC,15,KXHIGHNY-26JUL01-B96.5,0.003,0.025,0.0
2026-07-01,KNYC,15,KXHIGHNY-26JUL01-B98.5,0.0,0.005,0.0
2026-07-01,KNYC,15,KXHIGHNY-26JUL01-T92,0.431,0.185,0.0
2026-07-01,KNYC,17,KXHIGHNY-26JUL01-B92.5,0.5575,0.27,1.0
2026-07-01,KNYC,17,KXHIGHNY-26JUL01-B94.5,0.0805,0.69,0.0
2026-07-01,KNYC,17,KXHIGHNY-26JUL01-T99,0.0,0.005,0.0
2026-07-01,KNYC,17,KXHIGHNY-26JUL01-B96.5,0.024,0.08,0.0
2026-07-01,KNYC,17,KXHIGHNY-26JUL01-B98.5,0.007,0.005,0.0
2026-07-01,KNYC,17,KXHIGHNY-26JUL01-T92,0.331,0.005,0.0
2026-07-01,KNYC,19,KXHIGHNY-26JUL01-B92.5,0.6105,0.825,1.0
2026-07-01,KNYC,19,KXHIGHNY-26JUL01-B94.5,0.049,0.16499999999999998,0.0
2026-07-01,KNYC,19,KXHIGHNY-26JUL01-T99,0.0,0.005,0.0
2026-07-01,KNYC,19,KXHIGHNY-26JUL01-B96.5,0.0005,0.005,0.0
2026-07-01,KNYC,19,KXHIGHNY-26JUL01-B98.5,0.0,0.005,0.0
2026-07-01,KNYC,19,KXHIGHNY-26JUL01-T92,0.34,0.005,0.0
2026-07-02,KNYC,15,KXHIGHNY-26JUL02-B103.5,0.022,0.025,0.0
2026-07-02,KNYC,15,KXHIGHNY-26JUL02-B105.5,0.0,0.005,0.0
2026-07-02,KNYC,15,KXHIGHNY-26JUL02-B101.5,0.172,0.32999999999999996,0.0
2026-07-02,KNYC,15,KXHIGHNY-26JUL02-T99,0.29,0.08499999999999999,0.0
2026-07-02,KNYC,15,KXHIGHNY-26JUL02-B99.5,0.5105,0.61,1.0
2026-07-02,KNYC,15,KXHIGHNY-26JUL02-T106,0.0055,0.005,0.0
2026-07-02,KNYC,17,KXHIGHNY-26JUL02-B103.5,0.0395,0.005,0.0
2026-07-02,KNYC,17,KXHIGHNY-26JUL02-B105.5,0.0305,0.005,0.0
2026-07-02,KNYC,17,KXHIGHNY-26JUL02-B101.5,0.3075,0.33,0.0
2026-07-02,KNYC,17,KXHIGHNY-26JUL02-T99,0.0,0.03,0.0
2026-07-02,KNYC,17,KXHIGHNY-26JUL02-B99.5,0.614,0.67,1.0
2026-07-02,KNYC,17,KXHIGHNY-26JUL02-T106,0.0085,0.005,0.0
2026-07-02,KNYC,19,KXHIGHNY-26JUL02-B103.5,0.029,0.005,0.0
2026-07-02,KNYC,19,KXHIGHNY-26JUL02-B105.5,0.0,0.005,0.0
2026-07-02,KNYC,19,KXHIGHNY-26JUL02-B101.5,0.519,0.28,0.0
2026-07-02,KNYC,19,KXHIGHNY-26JUL02-T99,0.0,0.005,0.0
2026-07-02,KNYC,19,KXHIGHNY-26JUL02-B99.5,0.452,0.725,1.0
2026-07-02,KNYC,19,KXHIGHNY-26JUL02-T106,0.0,0.005,0.0
2026-07-03,KNYC,15,KXHIGHNY-26JUL03-B98.5,0.5295,0.43,1.0
2026-07-03,KNYC,15,KXHIGHNY-26JUL03-B102.5,0.038,0.08499999999999999,0.0
2026-07-03,KNYC,15,KXHIGHNY-26JUL03-T98,0.1785,0.045,0.0
2026-07-03,KNYC,15,KXHIGHNY-26JUL03-B104.5,0.004,0.005,0.0
2026-07-03,KNYC,15,KXHIGHNY-26JUL03-B100.5,0.245,0.45999999999999996,0.0
2026-07-03,KNYC,15,KXHIGHNY-26JUL03-T105,0.005,0.005,0.0
2026-07-03,KNYC,17,KXHIGHNY-26JUL03-B98.5,0.608,0.4,1.0
2026-07-03,KNYC,17,KXHIGHNY-26JUL03-B102.5,0.0305,0.07500000000000001,0.0
2026-07-03,KNYC,17,KXHIGHNY-26JUL03-T98,0.177,0.015,0.0
2026-07-03,KNYC,17,KXHIGHNY-26JUL03-B104.5,0.0075,0.005,0.0
2026-07-03,KNYC,17,KXHIGHNY-26JUL03-B100.5,0.177,0.51,0.0
2026-07-03,KNYC,17,KXHIGHNY-26JUL03-T105,0.0,0.005,0.0
2026-07-03,KNYC,19,KXHIGHNY-26JUL03-B98.5,0.627,0.915,1.0
2026-07-03,KNYC,19,KXHIGHNY-26JUL03-B102.5,0.0015,0.015,0.0
2026-07-03,KNYC,19,KXHIGHNY-26JUL03-T98,0.2835,0.005,0.0
2026-07-03,KNYC,19,KXHIGHNY-26JUL03-B104.5,0.0,0.005,0.0
2026-07-03,KNYC,19,KXHIGHNY-26JUL03-B100.5,0.088,0.095,0.0
2026-07-03,KNYC,19,KXHIGHNY-26JUL03-T105,0.0,0.005,0.0
2026-07-04,KNYC,15,KXHIGHNY-26JUL04-B104.5,0.0005,0.005,0.0
2026-07-04,KNYC,15,KXHIGHNY-26JUL04-T105,0.0,0.005,0.0
2026-07-04,KNYC,15,KXHIGHNY-26JUL04-B102.5,0.0055,0.005,0.0
2026-07-04,KNYC,15,KXHIGHNY-26JUL04-B98.5,0.019,0.065,0.0
2026-07-04,KNYC,15,KXHIGHNY-26JUL04-B100.5,0.0,0.035,0.0
2026-07-04,KNYC,15,KXHIGHNY-26JUL04-T98,0.975,0.905,1.0
2026-07-04,KNYC,17,KXHIGHNY-26JUL04-B104.5,0.0,0.005,0.0
2026-07-04,KNYC,17,KXHIGHNY-26JUL04-T105,0.0,0.005,0.0
2026-07-04,KNYC,17,KXHIGHNY-26JUL04-B102.5,0.0005,0.005,0.0
2026-07-04,KNYC,17,KXHIGHNY-26JUL04-B98.5,0.022,0.07500000000000001,0.0
2026-07-04,KNYC,17,KXHIGHNY-26JUL04-B100.5,0.0075,0.005,0.0
2026-07-04,KNYC,17,KXHIGHNY-26JUL04-T98,0.97,0.925,1.0
2026-07-04,KNYC,19,KXHIGHNY-26JUL04-B104.5,0.0,0.005,0.0
2026-07-04,KNYC,19,KXHIGHNY-26JUL04-T105,0.0,0.005,0.0
2026-07-04,KNYC,19,KXHIGHNY-26JUL04-B102.5,0.0,0.005,0.0
2026-07-04,KNYC,19,KXHIGHNY-26JUL04-B98.5,0.002,0.03,0.0
2026-07-04,KNYC,19,KXHIGHNY-26JUL04-B100.5,0.0,0.005,0.0
2026-07-04,KNYC,19,KXHIGHNY-26JUL04-T98,0.998,0.975,1.0
2026-07-05,KNYC,15,KXHIGHNY-26JUL05-T84,0.947,0.675,1.0
2026-07-05,KNYC,15,KXHIGHNY-26JUL05-T91,0.0,0.005,0.0
2026-07-05,KNYC,15,KXHIGHNY-26JUL05-B88.5,0.0045,0.005,0.0
2026-07-05,KNYC,15,KXHIGHNY-26JUL05-B86.5,0.0005,0.055,0.0
2026-07-05,KNYC,15,KXHIGHNY-26JUL05-B84.5,0.048,0.305,0.0
2026-07-05,KNYC,15,KXHIGHNY-26JUL05-B90.5,0.0,0.005,0.0
2026-07-05,KNYC,17,KXHIGHNY-26JUL05-T84,0.927,0.795,1.0
2026-07-05,KNYC,17,KXHIGHNY-26JUL05-T91,0.0,0.005,0.0
2026-07-05,KNYC,17,KXHIGHNY-26JUL05-B88.5,0.0065,0.005,0.0
2026-07-05,KNYC,17,KXHIGHNY-26JUL05-B86.5,0.0025,0.025,0.0
2026-07-05,KNYC,17,KXHIGHNY-26JUL05-B84.5,0.064,0.195,0.0
2026-07-05,KNYC,17,KXHIGHNY-26JUL05-B90.5,0.0,0.005,0.0
2026-07-05,KNYC,19,KXHIGHNY-26JUL05-T84,0.984,0.875,1.0
2026-07-05,KNYC,19,KXHIGHNY-26JUL05-T91,0.0,0.005,0.0
2026-07-05,KNYC,19,KXHIGHNY-26JUL05-B88.5,0.0,0.005,0.0
2026-07-05,KNYC,19,KXHIGHNY-26JUL05-B86.5,0.0005,0.005,0.0
2026-07-05,KNYC,19,KXHIGHNY-26JUL05-B84.5,0.0155,0.135,0.0
2026-07-05,KNYC,19,KXHIGHNY-26JUL05-B90.5,0.0,0.005,0.0
2026-07-06,KNYC,15,KXHIGHNY-26JUL06-B79.5,0.0005,0.005,0.0
2026-07-06,KNYC,15,KXHIGHNY-26JUL06-B75.5,0.0335,0.045,0.0
2026-07-06,KNYC,15,KXHIGHNY-26JUL06-T82,0.0,0.005,0.0
2026-07-06,KNYC,15,KXHIGHNY-26JUL06-B81.5,0.0035,0.005,0.0
2026-07-06,KNYC,15,KXHIGHNY-26JUL06-B77.5,0.0035,0.005,0.0
2026-07-06,KNYC,15,KXHIGHNY-26JUL06-T75,0.959,0.965,1.0
2026-07-06,KNYC,17,KXHIGHNY-26JUL06-B79.5,0.0,0.005,0.0
2026-07-06,KNYC,17,KXHIGHNY-26JUL06-B75.5,0.001,0.03,0.0
2026-07-06,KNYC,17,KXHIGHNY-26JUL06-T82,0.0,0.005,0.0
2026-07-06,KNYC,17,KXHIGHNY-26JUL06-B81.5,0.0,0.005,0.0
2026-07-06,KNYC,17,KXHIGHNY-26JUL06-B77.5,0.0075,0.005,0.0
2026-07-06,KNYC,17,KXHIGHNY-26JUL06-T75,0.9915,0.985,1.0
2026-07-06,KNYC,19,KXHIGHNY-26JUL06-B79.5,0.0,0.005,0.0
2026-07-06,KNYC,19,KXHIGHNY-26JUL06-B75.5,0.0005,0.005,0.0
2026-07-06,KNYC,19,KXHIGHNY-26JUL06-T82,0.0,0.005,0.0
2026-07-06,KNYC,19,KXHIGHNY-26JUL06-B81.5,0.0,0.005,0.0
2026-07-06,KNYC,19,KXHIGHNY-26JUL06-B77.5,0.0,0.005,0.0
2026-07-06,KNYC,19,KXHIGHNY-26JUL06-T75,0.9995,0.995,1.0
2026-07-07,KNYC,15,KXHIGHNY-26JUL07-T75,0.9915,0.975,1.0
2026-07-07,KNYC,15,KXHIGHNY-26JUL07-B75.5,0.0,0.025,0.0
2026-07-07,KNYC,15,KXHIGHNY-26JUL07-B81.5,0.0,0.005,0.0
2026-07-07,KNYC,15,KXHIGHNY-26JUL07-T82,0.0,0.005,0.0
2026-07-07,KNYC,15,KXHIGHNY-26JUL07-B77.5,0.008,0.005,0.0
2026-07-07,KNYC,17,KXHIGHNY-26JUL07-T75,0.993,0.995,1.0
2026-07-07,KNYC,17,KXHIGHNY-26JUL07-B75.5,0.001,0.005,0.0
2026-07-07,KNYC,17,KXHIGHNY-26JUL07-B81.5,0.0,0.005,0.0
2026-07-07,KNYC,17,KXHIGHNY-26JUL07-T82,0.0,0.005,0.0
2026-07-07,KNYC,17,KXHIGHNY-26JUL07-B79.5,0.0,0.005,0.0
2026-07-07,KNYC,17,KXHIGHNY-26JUL07-B77.5,0.006,0.005,0.0
2026-07-07,KNYC,19,KXHIGHNY-26JUL07-T75,1.0,0.995,1.0
2026-07-07,KNYC,19,KXHIGHNY-26JUL07-B75.5,0.0,0.005,0.0
2026-07-07,KNYC,19,KXHIGHNY-26JUL07-B81.5,0.0,0.005,0.0
2026-07-07,KNYC,19,KXHIGHNY-26JUL07-T82,0.0,0.005,0.0
2026-07-07,KNYC,19,KXHIGHNY-26JUL07-B79.5,0.0,0.005,0.0
2026-07-07,KNYC,19,KXHIGHNY-26JUL07-B77.5,0.0,0.005,0.0
2026-07-08,KNYC,15,KXHIGHNY-26JUL08-B82.5,0.32,0.605,0.0
2026-07-08,KNYC,15,KXHIGHNY-26JUL08-B78.5,0.009,0.015,0.0
2026-07-08,KNYC,15,KXHIGHNY-26JUL08-T76,0.0,0.005,0.0
2026-07-08,KNYC,15,KXHIGHNY-26JUL08-T83,0.6005,0.325,1.0
2026-07-08,KNYC,15,KXHIGHNY-26JUL08-B76.5,0.0,0.005,0.0
2026-07-08,KNYC,15,KXHIGHNY-26JUL08-B80.5,0.0705,0.060000000000000005,0.0
2026-07-08,KNYC,17,KXHIGHNY-26JUL08-B82.5,0.0,0.375,0.0
2026-07-08,KNYC,17,KXHIGHNY-26JUL08-B78.5,0.0,0.005,0.0
2026-07-08,KNYC,17,KXHIGHNY-26JUL08-T76,0.0,0.005,0.0
2026-07-08,KNYC,17,KXHIGHNY-26JUL08-T83,1.0,0.645,1.0
2026-07-08,KNYC,17,KXHIGHNY-26JUL08-B76.5,0.0,0.005,0.0
2026-07-08,KNYC,17,KXHIGHNY-26JUL08-B80.5,0.0,0.005,0.0
2026-07-08,KNYC,19,KXHIGHNY-26JUL08-B82.5,0.0,0.005,0.0
2026-07-08,KNYC,19,KXHIGHNY-26JUL08-B78.5,0.0,0.005,0.0
2026-07-08,KNYC,19,KXHIGHNY-26JUL08-T76,0.0,0.005,0.0
2026-07-08,KNYC,19,KXHIGHNY-26JUL08-T83,1.0,0.995,1.0
2026-07-08,KNYC,19,KXHIGHNY-26JUL08-B76.5,0.0,0.005,0.0
2026-07-08,KNYC,19,KXHIGHNY-26JUL08-B80.5,0.0,0.005,0.0
2026-07-09,KNYC,15,KXHIGHNY-26JUL09-B87.5,0.038,0.025,0.0
2026-07-09,KNYC,15,KXHIGHNY-26JUL09-B83.5,0.433,0.615,0.0
2026-07-09,KNYC,15,KXHIGHNY-26JUL09-T90,0.0035,0.005,0.0
2026-07-09,KNYC,15,KXHIGHNY-26JUL09-B85.5,0.129,0.295,0.0
2026-07-09,KNYC,15,KXHIGHNY-26JUL09-T83,0.3935,0.10500000000000001,1.0
2026-07-09,KNYC,15,KXHIGHNY-26JUL09-B89.5,0.003,0.005,0.0
2026-07-09,KNYC,17,KXHIGHNY-26JUL09-B87.5,0.001,0.005,0.0
2026-07-09,KNYC,17,KXHIGHNY-26JUL09-B83.5,0.4095,0.29000000000000004,0.0
2026-07-09,KNYC,17,KXHIGHNY-26JUL09-T90,0.0,0.005,0.0
2026-07-09,KNYC,17,KXHIGHNY-26JUL09-B85.5,0.0675,0.02,0.0
2026-07-09,KNYC,17,KXHIGHNY-26JUL09-T83,0.517,0.69,1.0
2026-07-09,KNYC,17,KXHIGHNY-26JUL09-B89.5,0.005,0.005,0.0
2026-07-09,KNYC,19,KXHIGHNY-26JUL09-B87.5,0.0,0.005,0.0
2026-07-09,KNYC,19,KXHIGHNY-26JUL09-B83.5,0.295,0.005,0.0
2026-07-09,KNYC,19,KXHIGHNY-26JUL09-T90,0.0,0.005,0.0
2026-07-09,KNYC,19,KXHIGHNY-26JUL09-B85.5,0.0165,0.005,0.0
2026-07-09,KNYC,19,KXHIGHNY-26JUL09-T83,0.6885,0.975,1.0
2026-07-10,KNYC,15,KXHIGHNY-26JUL10-T87,0.893,0.635,1.0
2026-07-10,KNYC,15,KXHIGHNY-26JUL10-B91.5,0.0,0.005,0.0
2026-07-10,KNYC,15,KXHIGHNY-26JUL10-B89.5,0.0125,0.035,0.0
2026-07-10,KNYC,15,KXHIGHNY-26JUL10-B93.5,0.005,0.005,0.0
2026-07-10,KNYC,15,KXHIGHNY-26JUL10-T94,0.0,0.005,0.0
2026-07-10,KNYC,15,KXHIGHNY-26JUL10-B87.5,0.0895,0.345,0.0
2026-07-10,KNYC,17,KXHIGHNY-26JUL10-T87,0.9195,0.975,1.0
2026-07-10,KNYC,17,KXHIGHNY-26JUL10-B91.5,0.0,0.005,0.0
2026-07-10,KNYC,17,KXHIGHNY-26JUL10-B89.5,0.008,0.005,0.0
2026-07-10,KNYC,17,KXHIGHNY-26JUL10-B93.5,0.0,0.005,0.0
2026-07-10,KNYC,17,KXHIGHNY-26JUL10-T94,0.0,0.005,0.0
2026-07-10,KNYC,17,KXHIGHNY-26JUL10-B87.5,0.0725,0.025,0.0
2026-07-10,KNYC,19,KXHIGHNY-26JUL10-T87,0.963,0.965,1.0
2026-07-10,KNYC,19,KXHIGHNY-26JUL10-B91.5,0.0,0.005,0.0
2026-07-10,KNYC,19,KXHIGHNY-26JUL10-B89.5,0.0,0.005,0.0
2026-07-10,KNYC,19,KXHIGHNY-26JUL10-B93.5,0.0,0.005,0.0
2026-07-10,KNYC,19,KXHIGHNY-26JUL10-T94,0.0,0.005,0.0
2026-07-10,KNYC,19,KXHIGHNY-26JUL10-B87.5,0.037,0.045,0.0
2026-07-11,KNYC,15,KXHIGHNY-26JUL11-B81.5,0.323,0.095,1.0
2026-07-11,KNYC,15,KXHIGHNY-26JUL11-T88,0.0055,0.005,0.0
2026-07-11,KNYC,15,KXHIGHNY-26JUL11-B85.5,0.0055,0.005,0.0
2026-07-11,KNYC,15,KXHIGHNY-26JUL11-B87.5,0.0005,0.005,0.0
2026-07-11,KNYC,15,KXHIGHNY-26JUL11-T81,0.6135,0.89,0.0
2026-07-11,KNYC,15,KXHIGHNY-26JUL11-B83.5,0.052,0.015,0.0
2026-07-11,KNYC,17,KXHIGHNY-26JUL11-B81.5,0.2395,0.11499999999999999,1.0
2026-07-11,KNYC,17,KXHIGHNY-26JUL11-T88,0.0,0.005,0.0
2026-07-11,KNYC,17,KXHIGHNY-26JUL11-B85.5,0.006,0.005,0.0
2026-07-11,KNYC,17,KXHIGHNY-26JUL11-B87.5,0.0,0.005,0.0
2026-07-11,KNYC,17,KXHIGHNY-26JUL11-T81,0.7425,0.885,0.0
2026-07-11,KNYC,17,KXHIGHNY-26JUL11-B83.5,0.012,0.005,0.0
2026-07-11,KNYC,19,KXHIGHNY-26JUL11-B81.5,0.6705,0.605,1.0
2026-07-11,KNYC,19,KXHIGHNY-26JUL11-T88,0.0,0.005,0.0
2026-07-11,KNYC,19,KXHIGHNY-26JUL11-B85.5,0.0,0.005,0.0
2026-07-11,KNYC,19,KXHIGHNY-26JUL11-B87.5,0.0,0.005,0.0
2026-07-11,KNYC,19,KXHIGHNY-26JUL11-T81,0.189,0.365,0.0
2026-07-11,KNYC,19,KXHIGHNY-26JUL11-B83.5,0.1405,0.055,0.0
2026-07-12,KNYC,15,KXHIGHNY-26JUL12-B86.5,0.1085,0.005,0.0
2026-07-12,KNYC,15,KXHIGHNY-26JUL12-B88.5,0.0395,0.005,0.0
2026-07-12,KNYC,15,KXHIGHNY-26JUL12-T89,0.0075,0.005,0.0
2026-07-12,KNYC,15,KXHIGHNY-26JUL12-B82.5,0.513,0.625,0.0
2026-07-12,KNYC,15,KXHIGHNY-26JUL12-B84.5,0.3315,0.375,1.0
2026-07-12,KNYC,15,KXHIGHNY-26JUL12-T82,0.0,0.035,0.0
2026-07-12,KNYC,17,KXHIGHNY-26JUL12-B86.5,0.0585,0.01,0.0
2026-07-12,KNYC,17,KXHIGHNY-26JUL12-B88.5,0.025,0.005,0.0
2026-07-12,KNYC,17,KXHIGHNY-26JUL12-T89,0.0065,0.005,0.0
2026-07-12,KNYC,17,KXHIGHNY-26JUL12-B82.5,0.4555,0.19,0.0
2026-07-12,KNYC,17,KXHIGHNY-26JUL12-B84.5,0.4545,0.81,1.0
2026-07-12,KNYC,17,KXHIGHNY-26JUL12-T82,0.0,0.005,0.0
2026-07-12,KNYC,19,KXHIGHNY-26JUL12-B86.5,0.04,0.015,0.0
2026-07-12,KNYC,19,KXHIGHNY-26JUL12-B88.5,0.0005,0.005,0.0
2026-07-12,KNYC,19,KXHIGHNY-26JUL12-T89,0.0,0.005,0.0
2026-07-12,KNYC,19,KXHIGHNY-26JUL12-B82.5,0.3915,0.005,0.0
2026-07-12,KNYC,19,KXHIGHNY-26JUL12-B84.5,0.568,0.9450000000000001,1.0
2026-07-12,KNYC,19,KXHIGHNY-26JUL12-T82,0.0,0.005,0.0
2026-07-13,KNYC,15,KXHIGHNY-26JUL13-B82.5,0.3985,0.47,0.0
2026-07-13,KNYC,15,KXHIGHNY-26JUL13-T89,0.005,0.005,0.0
2026-07-13,KNYC,15,KXHIGHNY-26JUL13-B88.5,0.007,0.005,0.0
2026-07-13,KNYC,15,KXHIGHNY-26JUL13-T82,0.078,0.065,0.0
2026-07-13,KNYC,15,KXHIGHNY-26JUL13-B86.5,0.0915,0.035,0.0
2026-07-13,KNYC,15,KXHIGHNY-26JUL13-B84.5,0.42,0.42,1.0
2026-07-13,KNYC,17,KXHIGHNY-26JUL13-B82.5,0.3725,0.21000000000000002,0.0
2026-07-13,KNYC,17,KXHIGHNY-26JUL13-T89,0.0045,0.005,0.0
2026-07-13,KNYC,17,KXHIGHNY-26JUL13-B88.5,0.033,0.005,0.0
2026-07-13,KNYC,17,KXHIGHNY-26JUL13-T82,0.0,0.005,0.0
2026-07-13,KNYC,17,KXHIGHNY-26JUL13-B86.5,0.0735,0.035,0.0
2026-07-13,KNYC,17,KXHIGHNY-26JUL13-B84.5,0.5165,0.765,1.0
2026-07-13,KNYC,19,KXHIGHNY-26JUL13-B82.5,0.362,0.46499999999999997,0.0
2026-07-13,KNYC,19,KXHIGHNY-26JUL13-T89,0.0,0.005,0.0
2026-07-13,KNYC,19,KXHIGHNY-26JUL13-B88.5,0.0,0.005,0.0
2026-07-13,KNYC,19,KXHIGHNY-26JUL13-T82,0.0,0.005,0.0
2026-07-13,KNYC,19,KXHIGHNY-26JUL13-B86.5,0.0395,0.005,0.0
2026-07-13,KNYC,19,KXHIGHNY-26JUL13-B84.5,0.5985,0.525,1.0
2026-07-14,KNYC,15,KXHIGHNY-26JUL14-B94.5,0.0465,0.28500000000000003,0.0
2026-07-14,KNYC,15,KXHIGHNY-26JUL14-B92.5,0.367,0.395,0.0
2026-07-14,KNYC,15,KXHIGHNY-26JUL14-T90,0.195,0.055,0.0
2026-07-14,KNYC,15,KXHIGHNY-26JUL14-T97,0.0,0.005,0.0
2026-07-14,KNYC,15,KXHIGHNY-26JUL14-B90.5,0.3875,0.235,1.0
2026-07-14,KNYC,15,KXHIGHNY-26JUL14-B96.5,0.004,0.07500000000000001,0.0
2026-07-14,KNYC,17,KXHIGHNY-26JUL14-B94.5,0.06,0.065,0.0
2026-07-14,KNYC,17,KXHIGHNY-26JUL14-B92.5,0.348,0.215,0.0
2026-07-14,KNYC,17,KXHIGHNY-26JUL14-T90,0.095,0.315,0.0
2026-07-14,KNYC,17,KXHIGHNY-26JUL14-T97,0.0005,0.005,0.0
2026-07-14,KNYC,17,KXHIGHNY-26JUL14-B90.5,0.4915,0.39,1.0
2026-07-14,KNYC,17,KXHIGHNY-26JUL14-B96.5,0.005,0.025,0.0
2026-07-14,KNYC,19,KXHIGHNY-26JUL14-B94.5,0.0185,0.035,0.0
2026-07-14,KNYC,19,KXHIGHNY-26JUL14-B92.5,0.1615,0.045,0.0
2026-07-14,KNYC,19,KXHIGHNY-26JUL14-T90,0.2405,0.5800000000000001,0.0
2026-07-14,KNYC,19,KXHIGHNY-26JUL14-T97,0.0,0.005,0.0
2026-07-14,KNYC,19,KXHIGHNY-26JUL14-B90.5,0.579,0.33999999999999997,1.0
2026-07-14,KNYC,19,KXHIGHNY-26JUL14-B96.5,0.0005,0.005,0.0
2026-07-15,KNYC,15,KXHIGHNY-26JUL15-B101.5,0.0015,0.005,0.0
2026-07-15,KNYC,15,KXHIGHNY-26JUL15-B97.5,0.1525,0.355,0.0
2026-07-15,KNYC,15,KXHIGHNY-26JUL15-T97,0.8115,0.555,1.0
2026-07-15,KNYC,15,KXHIGHNY-26JUL15-T104,0.0035,0.005,0.0
2026-07-15,KNYC,15,KXHIGHNY-26JUL15-B99.5,0.031,0.10500000000000001,0.0
2026-07-15,KNYC,15,KXHIGHNY-26JUL15-B103.5,0.0,0.005,0.0
2026-07-15,KNYC,17,KXHIGHNY-26JUL15-B101.5,0.001,0.005,0.0
2026-07-15,KNYC,17,KXHIGHNY-26JUL15-B97.5,0.1415,0.535,0.0
2026-07-15,KNYC,17,KXHIGHNY-26JUL15-T97,0.809,0.435,1.0
2026-07-15,KNYC,17,KXHIGHNY-26JUL15-T104,0.0,0.005,0.0
2026-07-15,KNYC,17,KXHIGHNY-26JUL15-B99.5,0.041,0.07,0.0
2026-07-15,KNYC,17,KXHIGHNY-26JUL15-B103.5,0.0075,0.005,0.0
2026-07-15,KNYC,19,KXHIGHNY-26JUL15-B101.5,0.0,0.005,0.0
2026-07-15,KNYC,19,KXHIGHNY-26JUL15-B97.5,0.155,0.12,0.0
2026-07-15,KNYC,19,KXHIGHNY-26JUL15-T97,0.8445,0.885,1.0
2026-07-15,KNYC,19,KXHIGHNY-26JUL15-T104,0.0,0.005,0.0
2026-07-15,KNYC,19,KXHIGHNY-26JUL15-B99.5,0.0005,0.005,0.0
2026-07-15,KNYC,19,KXHIGHNY-26JUL15-B103.5,0.0,0.005,0.0
2026-07-16,KNYC,15,KXHIGHNY-26JUL16-B95.5,0.0,0.005,0.0
2026-07-16,KNYC,15,KXHIGHNY-26JUL16-B89.5,0.261,0.255,0.0
2026-07-16,KNYC,15,KXHIGHNY-26JUL16-B91.5,0.021,0.16999999999999998,0.0
2026-07-16,KNYC,15,KXHIGHNY-26JUL16-B93.5,0.0,0.055,0.0
2026-07-16,KNYC,15,KXHIGHNY-26JUL16-T89,0.718,0.545,1.0
2026-07-16,KNYC,15,KXHIGHNY-26JUL16-T96,0.0,0.005,0.0
2026-07-16,KNYC,17,KXHIGHNY-26JUL16-B95.5,0.0,0.005,0.0
2026-07-16,KNYC,17,KXHIGHNY-26JUL16-B89.5,0.209,0.035,0.0
2026-07-16,KNYC,17,KXHIGHNY-26JUL16-B91.5,0.0205,0.045,0.0
2026-07-16,KNYC,17,KXHIGHNY-26JUL16-B93.5,0.0,0.005,0.0
2026-07-16,KNYC,17,KXHIGHNY-26JUL16-T89,0.7705,0.905,1.0
2026-07-16,KNYC,17,KXHIGHNY-26JUL16-T96,0.0,0.005,0.0
2026-07-16,KNYC,19,KXHIGHNY-26JUL16-B95.5,0.0,0.005,0.0
2026-07-16,KNYC,19,KXHIGHNY-26JUL16-B89.5,0.088,0.025,0.0
2026-07-16,KNYC,19,KXHIGHNY-26JUL16-B91.5,0.0035,0.005,0.0
2026-07-16,KNYC,19,KXHIGHNY-26JUL16-B93.5,0.0,0.005,0.0
2026-07-16,KNYC,19,KXHIGHNY-26JUL16-T89,0.9085,0.965,1.0
2026-07-16,KNYC,19,KXHIGHNY-26JUL16-T96,0.0,0.005,0.0
2026-07-17,KNYC,15,KXHIGHNY-26JUL17-T83,0.0,0.04,0.0
2026-07-17,KNYC,15,KXHIGHNY-26JUL17-B89.5,0.069,0.045,0.0
2026-07-17,KNYC,15,KXHIGHNY-26JUL17-T90,0.02,0.005,0.0
2026-07-17,KNYC,15,KXHIGHNY-26JUL17-B83.5,0.2335,0.135,0.0
2026-07-17,KNYC,15,KXHIGHNY-26JUL17-B85.5,0.4705,0.575,1.0
2026-07-17,KNYC,15,KXHIGHNY-26JUL17-B87.5,0.207,0.275,0.0
2026-07-17,KNYC,17,KXHIGHNY-26JUL17-T83,0.0,0.005,0.0
2026-07-17,KNYC,17,KXHIGHNY-26JUL17-B89.5,0.0395,0.07500000000000001,0.0
2026-07-17,KNYC,17,KXHIGHNY-26JUL17-T90,0.008,0.005,0.0
2026-07-17,KNYC,17,KXHIGHNY-26JUL17-B83.5,0.1985,0.005,0.0
2026-07-17,KNYC,17,KXHIGHNY-26JUL17-B85.5,0.567,0.55,1.0
2026-07-17,KNYC,17,KXHIGHNY-26JUL17-B87.5,0.187,0.37,0.0
2026-07-17,KNYC,19,KXHIGHNY-26JUL17-T83,0.0,0.005,0.0
2026-07-17,KNYC,19,KXHIGHNY-26JUL17-B89.5,0.0045,0.015,0.0
2026-07-17,KNYC,19,KXHIGHNY-26JUL17-T90,0.0,0.005,0.0
2026-07-17,KNYC,19,KXHIGHNY-26JUL17-B83.5,0.084,0.005,0.0
2026-07-17,KNYC,19,KXHIGHNY-26JUL17-B85.5,0.76,0.8,1.0
